candidate_id	candidate	classification	confidence	references	likely_structural	source_file_count	closest_existing_term	similarity	rationale	sample_locations
demo-reel	Demo Reel	REVIEW	low	2	no	2	[[Dope Sheet]] (Exposure Sheet, X-Sheet)	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/House Puppet (Studio Asset).md:11; pages/Ident (Broadcast ID Animation).md:10
dialogue	Dialogue	REVIEW	low	2	no	2	Dailies	0.53	Low-frequency unresolved label requiring editorial judgment.	pages/Exposure Sheet (X-Sheet, Dope Sheet).md:5; pages/Non-linear editing (NLE).md:11
digital-audio	Digital audio	REVIEW	low	2	no	2	Digital Puppet	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Quantization (digital audio).md:13; pages/Resolution (audio).md:7
digital-compositing	Digital Compositing	REVIEW	low	2	no	2	Dialogue Editing	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Dictionary — D.md:18; pages/Overlay matte.md:6
digital-imaging	Digital imaging	REVIEW	low	2	no	2	Digital Puppet	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Nyquist frequency (sampling theory).md:6; pages/Pixel aspect ratio.md:13
director-s-cut	Director’s Cut	REVIEW	low	2	no	1	Dictionary — U	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Editor’s Cut.md:5; pages/Editor’s Cut.md:6
dropped-frames	Dropped Frames	REVIEW	low	2	no	1	Double-Frame (On Twos)	0.69	Low-frequency unresolved label requiring editorial judgment.	pages/Lag (animation playback).md:11; pages/Lag (animation playback).md:17
experimental-film	Experimental film	REVIEW	low	2	no	2	Environment Light (HDRI)	0.47	Low-frequency unresolved label requiring editorial judgment.	pages/Narrative disjunction (experimental animation).md:9; pages/Non-objective animation.md:9
exr-openexr	EXR (OpenEXR)	REVIEW	low	2	no	2	EG (Exposure Guide)	0.40	Low-frequency unresolved label requiring editorial judgment.	pages/Format (Image Format).md:7; pages/Image Sequence.md:10
eye-line	Eye line	REVIEW	low	2	no	1	Eye Blink (Animation Detail)	0.82	Low-frequency unresolved label requiring editorial judgment.	pages/Nose room (composition).md:6; pages/Nose room (composition).md:9
fabrication-tools	Fabrication Tools	REVIEW	low	2	no	2	Fake Motion Blur (Multipass)	0.48	Low-frequency unresolved label requiring editorial judgment.	pages/Heat Gun (Fabrication Tool).md:13; pages/Hollywood Flat (Set Construction).md:7
face-replacement	Face Replacement	REVIEW	low	2	no	2	Freeze Frame	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Head Replacement (Animation Technique).md:10; pages/Head Sculpt (Puppet Fabrication).md:8
file-format	File format	REVIEW	low	2	no	2	Film Gate (Camera Aperture)	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Metadata (EXIF___IPTC).md:9; pages/Quantization error (image compression).md:13
file-management	File management	REVIEW	low	2	no	2	Fingerprints (Set/Prop Contamination)	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Bin (Editing).md:6; pages/Upload (file transfer).md:18
film-camera	Film camera	REVIEW	low	2	no	2	Film Gate (Camera Aperture)	0.70	Low-frequency unresolved label requiring editorial judgment.	pages/Animation Camera.md:6; pages/Hand Crank Camera.md:7
film-reel	Film reel	REVIEW	low	2	no	2	Film Speed (ISO/ASA)	0.74	Low-frequency unresolved label requiring editorial judgment.	pages/Rewind (film or audio tape).md:7; pages/Upright (film editing bench).md:18
filters	Filters	REVIEW	low	2	no	1	Filter (Optical or Digital)	0.92	Low-frequency unresolved label requiring editorial judgment.	pages/Etalon (Optics).md:5; pages/Etalon (Optics).md:6
flag	Flag	REVIEW	low	2	no	2	Foil (Reflector or Diffuser)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Barn Doors.md:6; pages/Barndoors Spill Control.md:6
flicker-lighting	Flicker (Lighting)	REVIEW	low	2	no	2	Filter (Optical or Digital)	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Hertz (Frequency).md:11; pages/HMI (Hydrargyrum Medium-Arc Iodide Light).md:10
foam-latex	Foam Latex	REVIEW	low	2	no	2	Frame Rate	0.70	Low-frequency unresolved label requiring editorial judgment.	pages/Glass Fiber Reinforced Puppet.md:7; pages/Gore-Tex Puppet Joint (Fabrication Trick).md:7
focus-check	Focus Check	REVIEW	low	2	no	2	Focus Stacking	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/Electronic Viewfinder (EVF).md:6; pages/Extreme Close-Up (ECU).md:6
focus-pulling	Focus pulling	REVIEW	low	2	no	2	Focus Pull	0.87	Low-frequency unresolved label requiring editorial judgment.	pages/Autofocus.md:6; pages/Breathing (Lens Breathing).md:6
foreground	Foreground	REVIEW	low	2	no	2	Foley Sound	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Key subject (composition).md:11; pages/Pattern (composition).md:6
frame-correction	Frame correction	REVIEW	low	2	no	2	Front Projection	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Pop (exposure or audio spike).md:13; pages/Quick take (fast pickup shot).md:7
frame-by-frame-consistency	Frame-by-frame consistency	REVIEW	low	2	no	2	Foreground Miniature	0.17	Low-frequency unresolved label requiring editorial judgment.	pages/Registration (animation___film sprockets).md:7; pages/Registration pegs (2D___puppet animation).md:7
gate-check	Gate Check	REVIEW	low	2	no	2	Gait Cycle (Walk Cycle)	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Film Gate (Camera Aperture).md:6; pages/J-gate (film camera).md:11
history-of-animation	History of Animation	REVIEW	low	2	no	2	Horizontal Hold (Video Sync)	0.34	Low-frequency unresolved label requiring editorial judgment.	pages/Eadweard Muybridge (Historical Reference).md:6; pages/Flip Book Animation.md:7
imax	IMAX	REVIEW	low	2	no	1	Import (Data/Asset)	0.40	Low-frequency unresolved label requiring editorial judgment.	pages/Large format camera.md:11; pages/Large format camera.md:41
immersion	Immersion	REVIEW	low	2	no	2	Iteration (Creative Process)	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Aesthetic Distance.md:6; pages/Point of view shot (POV).md:13
iso-asa-film-speed	ISO/ASA (Film Speed)	REVIEW	low	2	no	2	Ink & Paint	0.38	Low-frequency unresolved label requiring editorial judgment.	pages/Gain (Signal___Exposure).md:7; pages/Grain (Film or Digital Noise).md:9
lidar	LiDAR	REVIEW	low	2	no	2	Layer (Compositing)	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Laser scanning (VFX___photogrammetry).md:12; pages/Photogrammetry.md:13
light-flicker	Light Flicker	REVIEW	low	2	no	2	Light Table (Cel Animation)	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Fluorescent Light.md:7; pages/Frame Averaging.md:7
lighting-control	Lighting control	REVIEW	low	2	no	2	Lighting Unit	0.76	Low-frequency unresolved label requiring editorial judgment.	pages/Barndoors Spill Control.md:6; pages/Matte box (lens accessory).md:9
lighting-setup	Lighting Setup	REVIEW	low	2	no	2	Lighting Stand	0.79	Low-frequency unresolved label requiring editorial judgment.	pages/Lighting diagram.md:11; pages/Lighting stand.md:11
limn-pipeline	LIMN-PIPELINE	REVIEW	low	2	no	2	Light Spill	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Import (Data___Asset).md:7; pages/LIMNMEDIA Stop-Motion Wiki Overview.md:40
live-action	live-action	REVIEW	low	2	no	2	Lens Whacking (Freelensing)	0.58	Low-frequency unresolved label requiring editorial judgment.	pages/Operator (camera role).md:5; pages/Overset (overbuilt miniature).md:15
log-profile	Log Profile	REVIEW	low	2	no	2	Light Spill	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Knee (video gamma control).md:11; pages/Knee point (exposure curve).md:11
long-exposure	Long exposure	REVIEW	low	2	no	2	Lens Flare	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Bulb Exposure.md:9; pages/Light painting (photographic technique).md:11
looping	Looping	REVIEW	low	2	no	2	L-Mount (Leica/Panasonic Lens Mount)	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/GIF Animation.md:7; pages/Optical illusion (animation___VFX).md:14
low-angle-shot	Low Angle Shot	REVIEW	low	2	no	2	Landscape Shot	0.64	Low-frequency unresolved label requiring editorial judgment.	pages/High Angle Shot.md:12; pages/Upshot (camera angle).md:18
lut-look-up-table	LUT (Look-Up Table)	REVIEW	low	2	no	2	L-Cut (Audio Trail)	0.75	Low-frequency unresolved label requiring editorial judgment.	pages/Gamma Correction.md:7; pages/Gamut Mapping.md:7
mastering	Mastering	REVIEW	low	2	no	2	Matting (Photo/Animation Technique)	0.75	Low-frequency unresolved label requiring editorial judgment.	pages/Broadcast Safe.md:6; pages/Digital Intermediate (DI).md:6
miniature-effects	Miniature effects	REVIEW	low	2	no	2	Makeup Effects (FX)	0.71	Low-frequency unresolved label requiring editorial judgment.	pages/Practical effect.md:13; pages/Random motion (animation principle).md:7
miniature-integration	Miniature integration	REVIEW	low	2	no	2	Mixed media animation	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Rear projection.md:7; pages/Rear screen (VFX).md:7
miniature-scale	Miniature scale	REVIEW	low	2	no	1	Mirrorless camera	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Rack focus.md:5; pages/Rack focus.md:7
mitchell-camera	Mitchell camera	REVIEW	low	2	no	2	Mirrorless camera	0.62	Low-frequency unresolved label requiring editorial judgment.	logseq/.recycle/pages_Rackover (lens alignment).md:7; pages/rackover.md:7
mixing-audio	Mixing (audio)	REVIEW	low	2	no	2	Matting (Photo/Animation Technique)	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Orchestration (sound design).md:7; pages/Overdub (audio post).md:14
moiré	Moiré	REVIEW	low	2	no	2	Mixer (audio)	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Alias (Aliasing).md:6; pages/Anti-aliasing.md:6
monitor-studio-display	Monitor (Studio Display)	REVIEW	low	2	no	2	Miniature (practical effects)	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/JVC (brand).md:11; pages/JVC GY-HD100 (example camera).md:11
motion-graphics	Motion Graphics	REVIEW	low	2	no	2	Motion control (MoCo)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Kinetic typography.md:11; pages/Main title (sequence).md:9
nle	NLE	REVIEW	low	2	no	2	Noise (image/sound)	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Needle tool (editing ___ audio sync).md:6; pages/Nesting (timeline editing).md:5
on-set-audio	On-set audio	REVIEW	low	2	no	2	Offline edit	0.50	Low-frequency unresolved label requiring editorial judgment.	pages/Phantom power (microphones).md:12; pages/Radio mic.md:7
on-set-review	On-set review	REVIEW	low	2	no	2	Over-under rig (camera support)	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Playback monitor.md:13; pages/Quad split (monitoring).md:13
online-edit	Online edit	REVIEW	low	2	no	1	Offline edit	0.87	Low-frequency unresolved label requiring editorial judgment.	pages/Offline edit.md:6; pages/Offline edit.md:9
opening-credits	Opening Credits	REVIEW	low	2	no	2	Opening shot	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/End Credits.md:6; pages/Main title (sequence).md:9
optical-compositing	Optical compositing	REVIEW	low	2	no	2	Optical printer	0.65	Low-frequency unresolved label requiring editorial judgment.	logseq/.recycle/pages_Rackover (lens alignment).md:7; pages/rackover.md:7
overlap	Overlap	REVIEW	low	2	no	1	Overlay (graphics/compositing)	0.86	Low-frequency unresolved label requiring editorial judgment.	pages/Drag (Animation Principle).md:5; pages/Drag (Animation Principle).md:6
overlap-animation-principle	Overlap (Animation Principle)	REVIEW	low	2	no	1	Overlay (graphics/compositing)	0.86	Low-frequency unresolved label requiring editorial judgment.	pages/Follow-Through (Animation Principle).md:7; pages/Follow-Through (Animation Principle).md:14
pan-tilt-head	Pan-Tilt Head	REVIEW	low	2	no	2	Partial model (miniature set)	0.54	Low-frequency unresolved label requiring editorial judgment.	pages/Gimbal.md:11; pages/Horizontal Stabilizer (Camera Rig).md:10
panorama	Panorama	REVIEW	low	2	no	2	Parallax	0.62	Low-frequency unresolved label requiring editorial judgment.	pages/Equirectangular Projection (360° Images).md:6; pages/Nodal slide (camera rig).md:7
pillarboxing	Pillarboxing	REVIEW	low	2	no	1	Pixelation (animation technique)	0.55	Low-frequency unresolved label requiring editorial judgment.	pages/Letterboxing.md:11; pages/Letterboxing.md:18
pivot	Pivot	REVIEW	low	2	no	2	Pilot (test episode___short)	0.80	Low-frequency unresolved label requiring editorial judgment.	pages/Anchor Point.md:6; pages/Center of Rotation.md:8
pose-to-pose-animation	Pose-to-Pose Animation	REVIEW	low	2	no	1	Photographic emulsion	0.42	Low-frequency unresolved label requiring editorial judgment.	pages/End Motion (Final Pose).md:5; pages/End Motion (Final Pose).md:6
practical-light	Practical Light	REVIEW	low	2	no	2	Practical effect	0.71	Low-frequency unresolved label requiring editorial judgment.	pages/Fluorescent Light.md:7; pages/Overhang (set building).md:13
production-design	Production design	REVIEW	low	2	no	2	Pre-production	0.65	Low-frequency unresolved label requiring editorial judgment.	pages/Backlot Set.md:6; pages/Metaphor (film language).md:7
production-management	Production management	REVIEW	low	2	no	2	Practical effect	0.49	Low-frequency unresolved label requiring editorial judgment.	pages/Availability.md:10; pages/Below-the-Line.md:6
production-notes	Production notes	REVIEW	low	2	no	2	Pre-production	0.67	Low-frequency unresolved label requiring editorial judgment.	pages/Quote board (production tracking).md:7; pages/Script supervisor.md:7
prototype-fabrication	Prototype (Fabrication)	REVIEW	low	2	no	2	Photoplay (early cinema term)	0.56	Low-frequency unresolved label requiring editorial judgment.	pages/Iteration (Creative Process).md:11; pages/IVC (In-Vitro Capture, Puppet Testing).md:11
puppet-placement	Puppet Placement	REVIEW	low	2	no	2	Playback monitor	0.44	Low-frequency unresolved label requiring editorial judgment.	pages/Hot Set.md:7; pages/Riser (set construction).md:7
puppet-scale	Puppet scale	REVIEW	low	2	no	2	Pause frame (freeze-frame)	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/Scale model.md:7; pages/Scale ruler (set building).md:7
puppetry	Puppetry	REVIEW	low	2	no	2	Parody (narrative device)	0.43	Low-frequency unresolved label requiring editorial judgment.	pages/Animism.md:6; pages/Kuroko (black-clad stagehand technique).md:11
ray-tracing	Ray Tracing	REVIEW	low	2	no	2	Refraction (lens effect)	0.57	Low-frequency unresolved label requiring editorial judgment.	pages/Global Illumination (GI).md:7; pages/Photo-realism (CGI).md:13
rec-709	Rec.709	REVIEW	low	2	no	1	Recoil rig (FX gag)	0.47	Low-frequency unresolved label requiring editorial judgment.	pages/NTSC (video standard).md:7; pages/NTSC (video standard).md:10
reference-footage	Reference Footage	REVIEW	low	2	no	2	Reverse motion (animation/post trick)	0.52	Low-frequency unresolved label requiring editorial judgment.	pages/High-Speed Photography.md:10; pages/MoCap (motion capture).md:9
reflection-control	Reflection control	REVIEW	low	2	no	2	Rear projection	0.48	Low-frequency unresolved label requiring editorial judgment.	pages/Polarizer (lens filter).md:13; pages/Quench light (suppress reflection).md:7
reuse	Reuse	REVIEW	low	2	no	2	Riser (set construction)	0.60	Low-frequency unresolved label requiring editorial judgment.	pages/Archive Footage.md:6; pages/Cycle (Animation Cycle).md:6
rhythm-animation	Rhythm (animation)	REVIEW	low	2	no	2	Reshoot	0.46	Low-frequency unresolved label requiring editorial judgment.	pages/Montage.md:9; pages/Non-objective animation.md:9
